"feed_scen","dev_pattern","rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_iso3_use","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"Business-as-usual","Current development","RCP 4.5",2021,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",6,600,973441.332824592,5532349263.73682
"Business-as-usual","Current development","RCP 4.5",2021,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,648960.888549728,3724655029.15788
"Business-as-usual","Current development","RCP 4.5",2021,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,198932.530343354,692265833.734598
"Business-as-usual","Current development","RCP 4.5",2021,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 4.5",2051,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",9,900,1790392.77309018,6049938039.61138
"Business-as-usual","Current development","RCP 4.5",2051,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482114.410814
"Business-as-usual","Current development","RCP 4.5",2051,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,930880557.289469
"Business-as-usual","Current development","RCP 4.5",2051,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 4.5",2051,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",4,400,648960.888549728,3046735157.15788
"Business-as-usual","Current development","RCP 4.5",2051,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",3,300,498581.531838565,1963214607.54285
"Business-as-usual","Current development","RCP 4.5",2051,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Business-as-usual","Current development","RCP 4.5",2051,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 4.5",2051,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",4,400,648960.888549728,3729297333.15788
"Business-as-usual","Current development","RCP 4.5",2051,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",2,200,324480.444274864,1863904986.57894
"Business-as-usual","Current development","RCP 4.5",2051,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",4,400,648960.888549728,3713028021.15788
"Business-as-usual","Current development","RCP 4.5",2051,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625453.289469
"Business-as-usual","Current development","RCP 4.5",2051,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",5,500,811201.11068716,4610684770.44735
"Business-as-usual","Current development","RCP 4.5",2051,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,648960.888549728,3724655029.15788
"Business-as-usual","Current development","RCP 4.5",2051,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,198932.530343354,692265833.734598
"Business-as-usual","Current development","RCP 4.5",2051,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 4.5",2100,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",8,800,1591460.24274683,5377722701.87678
"Business-as-usual","Current development","RCP 4.5",2100,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482114.410814
"Business-as-usual","Current development","RCP 4.5",2100,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,930880557.289469
"Business-as-usual","Current development","RCP 4.5",2100,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 4.5",2100,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",4,400,648960.888549728,3046735157.15788
"Business-as-usual","Current development","RCP 4.5",2100,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",2,200,397865.060686707,1366187603.4692
"Business-as-usual","Current development","RCP 4.5",2100,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 4.5",2100,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 4.5",2100,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",4,400,648960.888549728,3729297333.15788
"Business-as-usual","Current development","RCP 4.5",2100,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",2,200,324480.444274864,1863904986.57894
"Business-as-usual","Current development","RCP 4.5",2100,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",3,300,486720.666412296,2784771015.86841
"Business-as-usual","Current development","RCP 4.5",2100,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625453.289469
"Business-as-usual","Current development","RCP 4.5",2100,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",5,500,811201.11068716,4610684770.44735
"Business-as-usual","Current development","RCP 4.5",2100,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,648960.888549728,3724655029.15788
"Business-as-usual","Current development","RCP 4.5",2100,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,198932.530343354,692265833.734598
"Business-as-usual","Current development","RCP 4.5",2100,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 6.0",2021,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",13,1300,1885559.78795231,9147526815.34059
"Business-as-usual","Current development","RCP 6.0",2021,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482178.410814
"Business-as-usual","Current development","RCP 6.0",2021,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,930880557.289469
"Business-as-usual","Current development","RCP 6.0",2021,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 6.0",2021,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",4,400,648960.888549728,3046735093.15788
"Business-as-usual","Current development","RCP 6.0",2021,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",3,300,596797.591030061,2049281405.20379
"Business-as-usual","Current development","RCP 6.0",2021,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Business-as-usual","Current development","RCP 6.0",2021,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 6.0",2021,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",5,500,811201.11068716,4661621666.44735
"Business-as-usual","Current development","RCP 6.0",2021,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",3,300,486720.666412296,2795857479.86841
"Business-as-usual","Current development","RCP 6.0",2021,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",4,400,648960.888549728,3713028277.15788
"Business-as-usual","Current development","RCP 6.0",2021,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625389.289469
"Business-as-usual","Current development","RCP 6.0",2021,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",6,600,973441.332824592,5532349199.73682
"Business-as-usual","Current development","RCP 6.0",2021,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,648960.888549728,3724655029.15788
"Business-as-usual","Current development","RCP 6.0",2021,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,198932.530343354,692265833.734598
"Business-as-usual","Current development","RCP 6.0",2021,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 6.0",2051,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",9,900,1790392.77309018,6049938039.61138
"Business-as-usual","Current development","RCP 6.0",2051,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482178.410814
"Business-as-usual","Current development","RCP 6.0",2051,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,930880557.289469
"Business-as-usual","Current development","RCP 6.0",2051,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 6.0",2051,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",4,400,648960.888549728,3046735093.15788
"Business-as-usual","Current development","RCP 6.0",2051,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",2,200,397865.060686707,1366187603.4692
"Business-as-usual","Current development","RCP 6.0",2051,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Business-as-usual","Current development","RCP 6.0",2051,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 6.0",2051,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",4,400,648960.888549728,3640881845.15788
"Business-as-usual","Current development","RCP 6.0",2051,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",2,200,324480.444274864,1863904986.57894
"Business-as-usual","Current development","RCP 6.0",2051,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",4,400,648960.888549728,3713028277.15788
"Business-as-usual","Current development","RCP 6.0",2051,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625389.289469
"Business-as-usual","Current development","RCP 6.0",2051,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",5,500,811201.11068716,4610684706.44735
"Business-as-usual","Current development","RCP 6.0",2051,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,648960.888549728,3724655029.15788
"Business-as-usual","Current development","RCP 6.0",2051,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,145043.060611716,725376962.410814
"Business-as-usual","Current development","RCP 6.0",2051,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 6.0",2100,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",10,1000,1450430.60611716,7053264664.10814
"Business-as-usual","Current development","RCP 6.0",2100,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482178.410814
"Business-as-usual","Current development","RCP 6.0",2100,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,150216.747060594,606971444.930959
"Business-as-usual","Current development","RCP 6.0",2100,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",1,100,150216.747060594,608259444.930959
"Business-as-usual","Current development","RCP 6.0",2100,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",3,300,486720.666412296,2292898439.86841
"Business-as-usual","Current development","RCP 6.0",2100,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",2,200,397865.060686707,1366187603.4692
"Business-as-usual","Current development","RCP 6.0",2100,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 6.0",2100,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 6.0",2100,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",4,400,600866.988242376,2433660627.72384
"Business-as-usual","Current development","RCP 6.0",2100,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",2,200,324480.444274864,1863904986.57894
"Business-as-usual","Current development","RCP 6.0",2100,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",3,300,486720.666412296,2784771207.86841
"Business-as-usual","Current development","RCP 6.0",2100,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625389.289469
"Business-as-usual","Current development","RCP 6.0",2100,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",5,500,751083.73530297,2991139080.65479
"Business-as-usual","Current development","RCP 6.0",2100,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,600866.988242376,2429018579.72384
"Business-as-usual","Current development","RCP 6.0",2100,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,145043.060611716,725376962.410814
"Business-as-usual","Current development","RCP 6.0",2100,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 8.5",2021,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",10,1000,1989325.30343354,6722154017.34598
"Business-as-usual","Current development","RCP 8.5",2021,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",2,200,290086.121223432,1454964228.82163
"Business-as-usual","Current development","RCP 8.5",2021,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,930880557.289469
"Business-as-usual","Current development","RCP 8.5",2021,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 8.5",2021,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",5,500,811201.11068716,3800571810.44735
"Business-as-usual","Current development","RCP 8.5",2021,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",3,300,596797.591030061,2049281405.20379
"Business-as-usual","Current development","RCP 8.5",2021,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Business-as-usual","Current development","RCP 8.5",2021,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",3,300,486720.666412296,2796505671.86841
"Business-as-usual","Current development","RCP 8.5",2021,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",5,500,811201.11068716,4661621666.44735
"Business-as-usual","Current development","RCP 8.5",2021,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",3,300,486720.666412296,2795857479.86841
"Business-as-usual","Current development","RCP 8.5",2021,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",4,400,648960.888549728,3713028021.15788
"Business-as-usual","Current development","RCP 8.5",2021,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625453.289469
"Business-as-usual","Current development","RCP 8.5",2021,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",6,600,973441.332824592,5532349263.73682
"Business-as-usual","Current development","RCP 8.5",2021,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",5,500,811201.11068716,4655818786.44735
"Business-as-usual","Current development","RCP 8.5",2021,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,198932.530343354,692265897.734598
"Business-as-usual","Current development","RCP 8.5",2021,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Business-as-usual","Current development","RCP 8.5",2051,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",11,1100,1918810.4851187,7494772998.46166
"Business-as-usual","Current development","RCP 8.5",2051,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482114.410814
"Business-as-usual","Current development","RCP 8.5",2051,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,918549869.289469
"Business-as-usual","Current development","RCP 8.5",2051,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 8.5",2051,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",4,400,648960.888549728,3046735157.15788
"Business-as-usual","Current development","RCP 8.5",2051,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",3,300,498581.531838565,1963214607.54285
"Business-as-usual","Current development","RCP 8.5",2051,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Business-as-usual","Current development","RCP 8.5",2051,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,324480.444274864,1864337114.57894
"Business-as-usual","Current development","RCP 8.5",2051,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",5,500,811201.11068716,4661621666.44735
"Business-as-usual","Current development","RCP 8.5",2051,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",3,300,486720.666412296,2795857479.86841
"Business-as-usual","Current development","RCP 8.5",2051,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",4,400,648960.888549728,3713028021.15788
"Business-as-usual","Current development","RCP 8.5",2051,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625453.289469
"Business-as-usual","Current development","RCP 8.5",2051,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",6,600,973441.332824592,5532349263.73682
"Business-as-usual","Current development","RCP 8.5",2051,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",4,400,648960.888549728,3724655029.15788
"Business-as-usual","Current development","RCP 8.5",2051,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,145043.060611716,725376962.410814
"Business-as-usual","Current development","RCP 8.5",2051,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 8.5",2100,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",9,900,1305387.54550544,6347938197.69733
"Business-as-usual","Current development","RCP 8.5",2100,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,727482114.410814
"Business-as-usual","Current development","RCP 8.5",2100,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",1,100,132242.253497601,595393160.126931
"Business-as-usual","Current development","RCP 8.5",2100,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",3,300,552728.419592545,1614696527.69399
"Business-as-usual","Current development","RCP 8.5",2100,8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","DNK","Europe",2,200,397865.060686707,1366187603.4692
"Business-as-usual","Current development","RCP 8.5",2100,8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","CHL","Americas",3,300,486720.666412296,2773286151.86841
"Business-as-usual","Current development","RCP 8.5",2100,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",2,200,368485.613061697,1412202506.46266
"Business-as-usual","Current development","RCP 8.5",2100,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",3,300,552728.419592545,2074956687.69399
"Business-as-usual","Current development","RCP 8.5",2100,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",1,100,184242.806530848,705885125.231329
"Business-as-usual","Current development","RCP 8.5",2100,8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","CHN","Asia",3,300,486720.666412296,2784771015.86841
"Business-as-usual","Current development","RCP 8.5",2100,8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","JPN","Asia",1,100,162240.222137432,908625453.289469
"Business-as-usual","Current development","RCP 8.5",2100,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",4,400,648960.888549728,3627976437.15788
"Business-as-usual","Current development","RCP 8.5",2100,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",3,300,552728.419592545,2115289359.69399
"Business-as-usual","Current development","RCP 8.5",2100,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",1,100,162240.222137432,736316461.289469
"Business-as-usual","Current development","RCP 8.5",2100,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",2,200,324480.444274864,1848857434.57894
"Business-as-usual","Equal development","RCP 2.6",2021,5670,"Albanian Exclusive Economic Zone","200NM","Albania","ALB","Europe","Albania","ALB","ALB","Europe",1,100,162240.222137432,930227245.289469
"Business-as-usual","Equal development","RCP 2.6",2021,5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","TUR","Asia",1,100,162240.222137432,926589805.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8313,"Vanuatu Exclusive Economic Zone","200NM","Vanuatu","VUT","Oceania","Vanuatu","VUT","VUT","Oceania",1,100,162240.222137432,931349101.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","SLB","Oceania",1,100,162240.222137432,932441453.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",1,100,162240.222137432,930880557.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","PNG","Oceania",1,100,162240.222137432,932043885.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8325,"Fijian Exclusive Economic Zone","200NM","Fiji","FJI","Oceania","Fiji","FJI","FJI","Oceania",1,100,162240.222137432,929669549.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8331,"Cambodian Exclusive Economic Zone","200NM","Cambodia","KHM","Asia","Cambodia","KHM","KHM","Asia",1,100,162240.222137432,932590189.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8332,"Thailand Exclusive Economic Zone","200NM","Thailand","THA","Asia","Thailand","THA","THA","Asia",1,100,162240.222137432,929537133.289469
"Business-as-usual","Equal development","RCP 2.6",2021,8343,"Mauritian Exclusive Economic Zone","200NM","Republic of Mauritius","MUS","Africa","Republic of Mauritius","MUS","MUS","Africa",1,100,162240.222137432,926541229.289469
